Destination,Destination IP,Hop,IP,ASN,City,Region,Country,Loc,Postal,Timezone,RTT1,RTT2,RTT3
google.com,142.250.81.238,1,172.20.160.1,N/A,,,,,,,1.19,0.6,0.54
mail.ru,217.69.139.200,1,172.20.160.1,N/A,,,,,,,0.76,0.57,1.0
microsoft.com,13.107.253.40,1,172.20.160.1,N/A,,,,,,,0.73,0.93,0.42
facebook.com,31.13.71.36,1,172.20.160.1,N/A,,,,,,,0.51,0.79,1.07
amazonaws.com,72.21.206.80,1,172.20.160.1,N/A,,,,,,,0.77,1.17,0.85
youtube.com,142.250.80.110,1,172.20.160.1,N/A,,,,,,,1.17,1.2,1.09
dzen.ru,5.61.23.39,1,172.20.160.1,N/A,,,,,,,0.94,0.8,0.95
akamai.net,N/A,N/A,Unresolvable,,,,,,,,,,
googleapis.com,142.250.80.4,1,172.20.160.1,N/A,,,,,,,1.98,0.99,1.44
cloudflare.com,104.16.132.229,1,172.20.160.1,N/A,,,,,,,1.12,1.19,1.37
akamaiedge.net,N/A,N/A,Unresolvable,,,,,,,,,,
instagram.com,157.240.241.174,1,172.20.160.1,N/A,,,,,,,1.15,1.3,1.0
twitter.com,172.66.0.227,1,172.20.160.1,N/A,,,,,,,0.86,1.08,1.32
office.com,13.107.6.156,1,172.20.160.1,N/A,,,,,,,1.33,0.81,1.62
apple.com,17.253.144.10,1,172.20.160.1,N/A,,,,,,,0.76,1.33,0.82
gstatic.com,142.250.65.227,1,172.20.160.1,N/A,,,,,,,1.44,0.81,1.3
azure.com,20.231.239.246,1,172.20.160.1,N/A,,,,,,,1.06,0.83,1.16
akadns.net,N/A,N/A,Unresolvable,,,,,,,,,,
linkedin.com,150.171.22.12,1,172.20.160.1,N/A,,,,,,,1.25,1.36,0.2
live.com,204.79.197.212,1,172.20.160.1,N/A,,,,,,,0.44,0.84,0.58
ax-msedge.net,N/A,N/A,Unresolvable,,,,,,,,,,
googlevideo.com,142.250.80.68,1,172.20.160.1,N/A,,,,,,,0.72,1.08,1.33
apple-dns.net,N/A,N/A,Unresolvable,,,,,,,,,,
googletagmanager.com,142.251.40.232,1,172.20.160.1,N/A,,,,,,,0.97,1.03,0.18
windowsupdate.com,N/A,N/A,Unresolvable,,,,,,,,,,
fbcdn.net,57.144.180.1,1,172.20.160.1,N/A,,,,,,,1.05,0.62,1.24
amazon.com,52.94.236.248,1,172.20.160.1,N/A,,,,,,,1.06,0.58,0.32
microsoftonline.com,N/A,N/A,Unresolvable,,,,,,,,,,
workers.dev,104.18.13.15,1,172.20.160.1,N/A,,,,,,,0.77,1.03,1.11
wikipedia.org,208.80.154.224,1,172.20.160.1,N/A,,,,,,,1.08,1.31,1.73
bluelive77.com,172.67.176.24,1,172.20.160.1,N/A,,,,,,,1.15,0.75,1.17
skyeng.ru,178.248.234.206,1,172.20.160.1,N/A,,,,,,,1.22,1.74,1.29
workupjob.com,172.67.10.57,1,172.20.160.1,N/A,,,,,,,0.91,1.74,1.01
tapatalk.com,172.66.132.34,1,172.20.160.1,N/A,,,,,,,0.85,0.86,0.83
messefrankfurt.com,193.109.4.37,1,172.20.160.1,N/A,,,,,,,0.61,1.15,0.33
elephantbet.co.ao,185.162.229.2,1,172.20.160.1,N/A,,,,,,,0.55,1.32,0.74
mir-chitki.ru,195.161.62.201,1,172.20.160.1,N/A,,,,,,,0.46,0.9,0.9
skokka.in,104.18.32.128,1,172.20.160.1,N/A,,,,,,,1.22,1.12,0.3
bpcyber.com,N/A,N/A,Unresolvable,,,,,,,,,,
toonkor.wiki,104.18.29.147,1,172.20.160.1,N/A,,,,,,,0.84,0.81,1.07
list.ly,99.83.220.108,1,172.20.160.1,N/A,,,,,,,0.41,0.92,0.83
canalturf.com,185.103.143.176,1,172.20.160.1,N/A,,,,,,,0.88,1.08,0.76
nationaltrust.org.uk,52.210.108.135,1,172.20.160.1,N/A,,,,,,,0.92,0.98,0.38
google.com,142.250.81.238,2,192.168.1.1,N/A,,,,,,,2.01,*,*
postal.pt,104.21.73.24,1,172.20.160.1,N/A,,,,,,,0.62,1.77,1.06
worldbyte.net,46.243.3.93,1,172.20.160.1,N/A,,,,,,,0.81,0.88,0.66
googleapis.com,142.250.80.4,2,192.168.1.1,N/A,,,,,,,2.94,*,*
v6velugu.com,51.158.30.124,1,172.20.160.1,N/A,,,,,,,0.68,0.73,0.56
avanture.net,104.26.4.86,1,172.20.160.1,N/A,,,,,,,0.89,0.91,0.72
babo88.com,104.21.71.253,1,172.20.160.1,N/A,,,,,,,0.65,1.02,0.89
googleapis.com,142.250.80.4,3,71.172.72.1,N/A,,,,,,,4.46,3.47,3.09
tamilkamaveri.com,172.67.69.189,1,172.20.160.1,N/A,,,,,,,0.66,0.61,0.52
keiba.go.jp,N/A,N/A,Unresolvable,,,,,,,,,,
google.com,142.250.81.238,3,71.172.72.1,N/A,,,,,,,3.83,3.73,4.16
tgstat.ru,104.22.51.124,1,172.20.160.1,N/A,,,,,,,0.23,0.62,0.55
live.com,204.79.197.212,2,192.168.1.1,N/A,,,,,,,3.34,*,*
rogmovies.lol,104.21.48.1,1,172.20.160.1,N/A,,,,,,,0.92,0.6,0.47
tamilscandals2.com,104.21.32.1,1,172.20.160.1,N/A,,,,,,,0.71,0.5,0.54
mail.ru,217.69.139.200,2,*,,,,,,,,*,*,*
microsoft.com,13.107.253.40,2,*,,,,,,,,*,*,*
songkick.com,34.54.35.202,1,172.20.160.1,N/A,,,,,,,0.76,0.34,0.46
facebook.com,31.13.71.36,2,*,,,,,,,,*,*,*
syracuse.com,99.83.138.34,1,172.20.160.1,N/A,,,,,,,0.74,0.76,0.35
amazonaws.com,72.21.206.80,2,*,,,,,,,,*,*,*
ungrounded.net,15.235.14.84,1,172.20.160.1,N/A,,,,,,,0.5,0.69,0.53
dzen.ru,5.61.23.39,2,*,,,,,,,,*,*,*
youtube.com,142.250.80.110,2,*,,,,,,,,*,*,*
googleapis.com,142.250.80.4,4,100.41.132.142,N/A,,,,,,,8.01,5.35,7.43
workers.dev,104.18.13.15,2,192.168.1.1,N/A,,,,,,,3.88,*,*
live.com,204.79.197.212,3,71.172.72.1,N/A,,,,,,,9.66,4.46,3.61
twitter.com,172.66.0.227,2,*,,,,,,,,*,*,*
google.com,142.250.81.238,4,100.41.132.140,N/A,,,,,,,8.31,5.19,7.37
instagram.com,157.240.241.174,2,*,,,,,,,,*,*,*
1tamilmv.fi,172.67.147.94,1,172.20.160.1,N/A,,,,,,,0.37,0.51,0.3
cloudflare.com,104.16.132.229,2,*,,,,,,,,*,*,*
facebook.com,31.13.71.36,3,71.172.72.1,N/A,,,,,,,3.75,8.99,3.77
amazonaws.com,72.21.206.80,3,71.172.72.1,N/A,,,,,,,3.04,3.57,6.68
gstatic.com,142.250.65.227,2,*,,,,,,,,*,*,*
krakow.pl,149.156.2.195,1,172.20.160.1,N/A,,,,,,,0.42,0.65,0.7
dzen.ru,5.61.23.39,3,71.172.72.1,N/A,,,,,,,6.06,6.99,2.79
office.com,13.107.6.156,2,*,,,,,,,,*,*,*
azure.com,20.231.239.246,2,*,,,,,,,,*,*,*
apple.com,17.253.144.10,2,*,,,,,,,,*,*,*
retargetly.com,172.67.8.244,1,172.20.160.1,N/A,,,,,,,0.45,0.54,0.45
mir-chitki.ru,195.161.62.201,2,192.168.1.1,N/A,,,,,,,4.02,*,*
microsoft.com,13.107.253.40,3,71.172.72.1,N/A,,,,,,,3.53,5.73,5.24
worldbyte.net,46.243.3.93,2,192.168.1.1,N/A,,,,,,,2.69,2.37,*
twitter.com,172.66.0.227,3,71.172.72.1,N/A,,,,,,,5.88,4.92,4.01
linkedin.com,150.171.22.12,2,*,,,,,,,,*,*,*
mail.ru,217.69.139.200,3,71.172.72.1,N/A,,,,,,,4.21,6.32,7.52
live.com,204.79.197.212,4,100.41.132.142,N/A,,,,,,,5.85,6.38,8.07
workers.dev,104.18.13.15,3,71.172.72.1,N/A,,,,,,,7.98,30.06,2.41
instagram.com,157.240.241.174,3,71.172.72.1,N/A,,,,,,,6.68,2.96,2.26
googlevideo.com,142.250.80.68,2,*,,,,,,,,*,*,*
youtube.com,142.250.80.110,3,71.172.72.1,N/A,,,,,,,3.33,5.98,2.39
fbcdn.net,57.144.180.1,2,*,,,,,,,,*,*,*
cloudflare.com,104.16.132.229,3,71.172.72.1,N/A,,,,,,,5.79,4.93,4.65
gstatic.com,142.250.65.227,3,71.172.72.1,N/A,,,,,,,4.57,5.12,11.09
facebook.com,31.13.71.36,4,100.41.132.142,N/A,,,,,,,7.53,5.59,8.89
googletagmanager.com,142.251.40.232,2,*,,,,,,,,*,*,*
wikipedia.org,208.80.154.224,2,*,,,,,,,,*,*,*
dzen.ru,5.61.23.39,4,100.41.132.140,N/A,,,,,,,9.04,9.73,8.79
mir-chitki.ru,195.161.62.201,3,71.172.72.1,N/A,,,,,,,6.97,4.22,4.55
amazonaws.com,72.21.206.80,4,100.41.132.140,N/A,,,,,,,10.52,4.9,8.78
amazon.com,52.94.236.248,2,*,,,,,,,,*,*,*
linkedin.com,150.171.22.12,3,71.172.72.1,N/A,,,,,,,4.07,6.01,4.78
office.com,13.107.6.156,3,71.172.72.1,N/A,,,,,,,4.31,5.25,7.76
azure.com,20.231.239.246,3,71.172.72.1,N/A,,,,,,,9.15,5.58,4.41
apple.com,17.253.144.10,3,71.172.72.1,N/A,,,,,,,3.02,3.52,3.96
twitter.com,172.66.0.227,4,100.41.132.142,N/A,,,,,,,5.97,5.83,5.94
skyeng.ru,178.248.234.206,2,*,,,,,,,,*,*,*
workers.dev,104.18.13.15,4,100.41.132.142,N/A,,,,,,,7.29,10.07,5.77
bluelive77.com,172.67.176.24,2,*,,,,,,,,*,*,*
workupjob.com,172.67.10.57,2,*,,,,,,,,*,*,*
googlevideo.com,142.250.80.68,3,71.172.72.1,N/A,,,,,,,5.21,4.07,5.02
v6velugu.com,51.158.30.124,2,192.168.1.1,N/A,,,,,,,*,*,2.25
instagram.com,157.240.241.174,4,100.41.132.142,N/A,,,,,,,5.51,7.61,5.18
youtube.com,142.250.80.110,4,100.41.132.140,N/A,,,,,,,7.32,8.18,8.12
cloudflare.com,104.16.132.229,4,100.41.132.140,N/A,,,,,,,6.01,17.48,7.66
tapatalk.com,172.66.132.34,2,*,,,,,,,,*,*,*
mir-chitki.ru,195.161.62.201,4,100.41.132.140,N/A,,,,,,,9.45,8.44,14.14
messefrankfurt.com,193.109.4.37,2,*,,,,,,,,*,*,*
worldbyte.net,46.243.3.93,3,71.172.72.1,N/A,,,,,,,3.49,4.52,14.58
elephantbet.co.ao,185.162.229.2,2,*,,,,,,,,*,*,*
microsoft.com,13.107.253.40,4,100.41.132.140,N/A,,,,,,,9.25,12.19,6.99
bluelive77.com,172.67.176.24,3,71.172.72.1,N/A,,,,,,,5.23,6.29,7.31
fbcdn.net,57.144.180.1,3,71.172.72.1,N/A,,,,,,,4.94,4.51,4.61
gstatic.com,142.250.65.227,4,100.41.132.142,N/A,,,,,,,11.5,7.89,14.05
mail.ru,217.69.139.200,4,100.41.132.142,N/A,,,,,,,8.02,7.42,7.29
skokka.in,104.18.32.128,2,*,,,,,,,,*,*,*
wikipedia.org,208.80.154.224,3,71.172.72.1,N/A,,,,,,,4.18,3.47,4.0
apple.com,17.253.144.10,4,100.41.132.140,N/A,,,,,,,5.66,8.66,10.68
list.ly,99.83.220.108,2,*,,,,,,,,*,*,*
googletagmanager.com,142.251.40.232,3,71.172.72.1,N/A,,,,,,,4.21,3.35,4.18
workupjob.com,172.67.10.57,3,71.172.72.1,N/A,,,,,,,4.78,3.72,3.83
skyeng.ru,178.248.234.206,3,71.172.72.1,N/A,,,,,,,4.36,4.44,4.21
amazon.com,52.94.236.248,3,71.172.72.1,N/A,,,,,,,5.01,6.94,5.01
canalturf.com,185.103.143.176,2,*,,,,,,,,*,*,*
azure.com,20.231.239.246,4,100.41.132.140,N/A,,,,,,,5.41,9.22,8.07
toonkor.wiki,104.18.29.147,2,*,,,,,,,,*,*,*
nationaltrust.org.uk,52.210.108.135,2,*,,,,,,,,*,*,*
tamilscandals2.com,104.21.32.1,2,192.168.1.1,N/A,,,,,,,*,2.37,*
googlevideo.com,142.250.80.68,4,100.41.132.140,N/A,,,,,,,9.37,13.5,9.39
linkedin.com,150.171.22.12,4,100.41.132.142,N/A,,,,,,,10.76,3.65,11.23
fbcdn.net,57.144.180.1,4,100.41.132.142,N/A,,,,,,,7.14,8.27,8.11
ungrounded.net,15.235.14.84,2,192.168.1.1,N/A,,,,,,,*,*,2.39
messefrankfurt.com,193.109.4.37,3,71.172.72.1,N/A,,,,,,,7.26,3.85,3.0
worldbyte.net,46.243.3.93,4,100.41.132.142,N/A,,,,,,,8.88,3.5,7.14
postal.pt,104.21.73.24,2,*,,,,,,,,*,*,*
office.com,13.107.6.156,4,100.41.132.140,N/A,,,,,,,5.92,9.99,6.33
avanture.net,104.26.4.86,2,*,,,,,,,,*,*,*
tapatalk.com,172.66.132.34,3,71.172.72.1,N/A,,,,,,,7.65,6.07,4.41
bluelive77.com,172.67.176.24,4,100.41.132.140,N/A,,,,,,,8.93,4.82,7.67
skokka.in,104.18.32.128,3,71.172.72.1,N/A,,,,,,,36.47,6.28,3.31
list.ly,99.83.220.108,3,71.172.72.1,N/A,,,,,,,4.11,3.15,3.88
babo88.com,104.21.71.253,2,*,,,,,,,,*,*,*
v6velugu.com,51.158.30.124,3,71.172.72.1,N/A,,,,,,,4.88,8.5,2.34
wikipedia.org,208.80.154.224,4,100.41.132.140,N/A,,,,,,,6.21,6.0,7.6
skyeng.ru,178.248.234.206,4,100.41.132.142,N/A,,,,,,,4.17,10.53,11.3
googletagmanager.com,142.251.40.232,4,100.41.132.142,N/A,,,,,,,5.96,7.92,7.53
elephantbet.co.ao,185.162.229.2,3,71.172.72.1,N/A,,,,,,,31.12,4.55,4.18
tamilkamaveri.com,172.67.69.189,2,*,,,,,,,,*,*,*
amazon.com,52.94.236.248,4,100.41.132.140,N/A,,,,,,,10.62,13.0,9.58
rogmovies.lol,104.21.48.1,2,*,,,,,,,,*,*,*
1tamilmv.fi,172.67.147.94,2,192.168.1.1,N/A,,,,,,,2.42,*,*
nationaltrust.org.uk,52.210.108.135,3,71.172.72.1,N/A,,,,,,,4.46,4.79,3.28
tamilscandals2.com,104.21.32.1,3,71.172.72.1,N/A,,,,,,,2.77,3.51,5.03
songkick.com,34.54.35.202,2,192.168.1.1,N/A,,,,,,,*,*,1.87
canalturf.com,185.103.143.176,3,71.172.72.1,N/A,,,,,,,4.47,5.51,2.39
workupjob.com,172.67.10.57,4,100.41.132.140,N/A,,,,,,,8.68,11.37,8.91
tgstat.ru,104.22.51.124,2,*,,,,,,,,*,*,*
postal.pt,104.21.73.24,3,71.172.72.1,N/A,,,,,,,3.19,5.12,3.5
krakow.pl,149.156.2.195,2,192.168.1.1,N/A,,,,,,,*,3.16,*
apple.com,17.253.144.10,5,140.222.8.11,N/A,,,,,,,5.71,5.59,5.16
skokka.in,104.18.32.128,4,100.41.132.142,N/A,,,,,,,8.27,11.83,7.68
toonkor.wiki,104.18.29.147,3,71.172.72.1,N/A,,,,,,,3.24,4.37,23.11
ungrounded.net,15.235.14.84,3,71.172.72.1,N/A,,,,,,,2.66,6.22,3.83
tapatalk.com,172.66.132.34,4,100.41.132.142,N/A,,,,,,,11.45,3.69,9.07
avanture.net,104.26.4.86,3,71.172.72.1,N/A,,,,,,,22.29,9.11,4.71
retargetly.com,172.67.8.244,2,192.168.1.1,N/A,,,,,,,*,*,2.52
v6velugu.com,51.158.30.124,4,100.41.132.142,N/A,,,,,,,5.64,7.21,14.55
googleapis.com,142.250.80.4,5,*,,,,,,,,*,*,*
google.com,142.250.81.238,5,*,,,,,,,,*,*,*
rogmovies.lol,104.21.48.1,3,71.172.72.1,N/A,,,,,,,3.72,4.62,19.57
syracuse.com,99.83.138.34,2,*,,,,,,,,*,*,*
list.ly,99.83.220.108,4,100.41.132.140,N/A,,,,,,,9.46,14.15,6.36
tamilscandals2.com,104.21.32.1,4,100.41.132.140,N/A,,,,,,,5.91,8.17,13.02
nationaltrust.org.uk,52.210.108.135,4,100.41.132.142,N/A,,,,,,,6.94,4.44,6.64
messefrankfurt.com,193.109.4.37,4,100.41.132.140,N/A,,,,,,,6.48,9.0,7.98
elephantbet.co.ao,185.162.229.2,4,100.41.132.142,N/A,,,,,,,4.88,6.72,9.12
songkick.com,34.54.35.202,3,71.172.72.1,N/A,,,,,,,4.89,11.84,5.55
1tamilmv.fi,172.67.147.94,3,71.172.72.1,N/A,,,,,,,5.23,4.22,10.48
toonkor.wiki,104.18.29.147,4,100.41.132.140,N/A,,,,,,,10.79,13.45,10.22
babo88.com,104.21.71.253,3,71.172.72.1,N/A,,,,,,,4.0,7.77,7.17
tgstat.ru,104.22.51.124,3,71.172.72.1,N/A,,,,,,,6.93,11.73,3.59
canalturf.com,185.103.143.176,4,100.41.132.142,N/A,,,,,,,6.38,4.34,7.16
ungrounded.net,15.235.14.84,4,100.41.132.142,N/A,,,,,,,6.49,10.78,11.19
retargetly.com,172.67.8.244,3,71.172.72.1,N/A,,,,,,,16.69,5.19,5.17
krakow.pl,149.156.2.195,3,71.172.72.1,N/A,,,,,,,4.05,17.18,3.99
avanture.net,104.26.4.86,4,100.41.132.140,N/A,,,,,,,6.53,13.1,12.25
postal.pt,104.21.73.24,4,100.41.132.142,N/A,,,,,,,4.14,18.94,20.49
tamilkamaveri.com,172.67.69.189,3,71.172.72.1,N/A,,,,,,,4.8,4.39,7.82
songkick.com,34.54.35.202,4,100.41.132.142,N/A,,,,,,,8.41,5.36,4.9
live.com,204.79.197.212,5,*,,,,,,,,*,*,*
tgstat.ru,104.22.51.124,4,100.41.132.140,N/A,,,,,,,8.3,6.14,7.56
rogmovies.lol,104.21.48.1,4,100.41.132.142,N/A,,,,,,,11.16,7.68,7.44
babo88.com,104.21.71.253,4,100.41.132.140,N/A,,,,,,,9.0,7.16,6.86
amazonaws.com,72.21.206.80,5,*,,,,,,,,*,*,*
krakow.pl,149.156.2.195,4,100.41.132.140,N/A,,,,,,,7.17,6.2,5.49
apple.com,17.253.144.10,6,152.179.200.198,N/A,,,,,,,10.12,8.85,5.88
retargetly.com,172.67.8.244,4,100.41.132.140,N/A,,,,,,,14.17,13.35,8.41
twitter.com,172.66.0.227,5,*,,,,,,,,*,*,*
workers.dev,104.18.13.15,5,*,,,,,,,,*,*,*
1tamilmv.fi,172.67.147.94,4,100.41.132.142,N/A,,,,,,,5.27,6.06,7.62
facebook.com,31.13.71.36,5,*,,,,,,,,*,*,*
google.com,142.250.81.238,6,209.85.149.208,N/A,,,,,,,5.15,6.17,6.72
syracuse.com,99.83.138.34,3,71.172.72.1,N/A,,,,,,,6.01,5.11,3.19
dzen.ru,5.61.23.39,5,*,,,,,,,,*,*,*
instagram.com,157.240.241.174,5,*,,,,,,,,*,*,*
